No	hr	min	sec	hr	min	sec
1	13	14	43.968	13	14	44.97
1						
2	13	14	45.946	13	14	46.46
2						
3	13	14	47.958	13	14	48.57
3						
4	13	14	49.968	13	14	50.69
4						
5	13	14	51.946	13	14	52.69
5						
6	13	14	53.946	13	14	54.7
6						
7	13	14	55.947	13	14	56.44
7						
8	13	14	57.949	13	14	58.57
8						
9	13	14	59.964	13	15	0.72
9						
10	13	15	1.954	13	15	2.7
10						
11	13	15	3.961	13	15	4.59
11						
12	13	15	5.963	13	15	6.63
12						
13	13	15	7.969	13	15	8.71
13						
14	13	15	9.963	13	15	10.63
14						
15	13	15	11.972	13	15	12.71
15						
16	13	15	13.948	13	15	14.48
16						
17	13	15	15.949	13	15	16.49
17						
18	13	15	17.948	13	15	18.48
18						
19	13	15	19.955	13	15	20.56
19						
20	13	15	21.976	13	15	22.77
20						
21	13	15	23.954	13	15	24.47
21						
22	13	15	25.958	13	15	26.59
22						
23	13	15	27.962	13	15	28.69
23						
24	13	15	29.97	13	15	30.76
24						
25	13	15	31.945	13	15	32.51
25						
26	13	15	33.973	13	15	34.74
26						
27	13	15	35.974	13	15	36.73
27						
28	13	15	37.961	13	15	38.57
28						
29	13	15	39.963	13	15	40.61
29						
30	13	15	41.965	13	15	42.65
30						
31	13	15	43.973	13	15	44.73
31						
32	13	15	45.945	13	15	46.77
32						
33	13	15	47.948	13	15	48.48
33						
34	13	15	49.952	13	15	50.54
34						
35	13	15	51.964	13	15	52.64
35						
36	13	15	53.971	13	15	54.72
36						
37	13	15	55.95	13	15	56.57
37						
38	13	15	57.964	13	15	58.63
38						
39	13	15	59.951	13	16	0.5
39						
40	13	16	1.948	13	16	2.45
40						
41	13	16	3.964	13	16	4.62
41						
42	13	16	5.964	13	16	6.64
42						
43	13	16	7.966	13	16	8.66
43						
44	13	16	9.965	13	16	10.64
44						
45	13	16	11.962	13	16	12.69
45						
46	13	16	13.947	13	16	14.47
46						
47	13	16	15.976	13	16	16.78
47						
48	13	16	17.948	13	16	18.54
48						
49	13	16	19.962	13	16	20.64
49						
50	13	16	21.972	13	16	22.74
50						
51	13	16	23.97	13	16	24.64
51						
52	13	16	25.964	13	16	26.59
52						
53	13	16	27.975	13	16	28.77
53						
54	13	16	29.978	13	16	30.63
54						
55	13	16	31.964	13	16	32.63
55						
56	13	16	33.961	13	16	34.57
56						
57	13	16	35.963	13	16	36.65
57						
58	13	16	37.959	13	16	38.61
58						
59	13	16	39.945	13	16	40.45
59						
60	13	16	41.977	13	16	42.51
60						
61	13	16	43.945	13	16	44.55
61						
62	13	16	45.96	13	16	46.62
62						
63	13	16	47.97	13	16	48.69
63						
64	13	16	49.949	13	16	50.6
64						
65	13	16	51.966	13	16	52.72
65						
66	13	16	53.976	13	16	54.77
66						
67	13	16	55.946	13	16	56.49
67						
68	13	16	57.954	13	16	58.56
68						
69	13	16	59.964	13	17	0.63
69						
70	13	17	1.97	13	17	2.7
70						
71	13	17	3.972	13	17	4.73
71						
72	13	17	5.946	13	17	6.47
72						
73	13	17	7.966	13	17	8.65
73						
74	13	17	9.948	13	17	10.52
74						
75	13	17	11.965	13	17	12.65
75						
76	13	17	13.969	13	17	14.7
76						
77	13	17	15.962	13	17	16.62
77						
78	13	17	17.965	13	17	18.64
78						
79	13	17	19.968	13	17	20.69
79						
80	13	17	21.946	13	17	22.46
80						
81	13	17	23.962	13	17	24.61
81						
82	13	17	25.964	13	17	26.64
82						
83	13	17	27.966	13	17	28.66
83						
84	13	17	29.971	13	17	30.76
84						
85	13	17	31.976	13	17	32.74
85						
86	13	17	33.975	13	17	34.44
86						
87	13	17	35.958	13	17	36.58
87						
88	13	17	37.974	13	17	38.75
88						
89	13	17	39.976	13	17	40.76
89						
90	13	17	41.971	13	17	42.73
90						
91	13	17	43.976	13	17	44.8
91						
92	13	17	45.945	13	17	46.52
92						
93	13	17	47.974	13	17	48.77
93						
94	13	17	49.957	13	17	50.57
94						
95	13	17	51.961	13	17	52.61
95						
96	13	17	53.973	13	17	54.74
96						
97	13	17	55.956	13	17	56.56
97						
98	13	17	57.969	13	17	58.74
98						
99	13	17	59.97	13	18	0.7
99						
100	13	18	1.951	13	18	2.56
100						
101	13	18	3.958	13	18	4.61
101						
102	13	18	5.965	13	18	6.64
102						
103	13	18	7.973	13	18	8.73
103						
104	13	18	9.952	13	18	10.54
104						
105	13	18	11.961	13	18	12.54
105						
106	13	18	13.965	13	18	14.67
106						
107	13	18	15.977	13	18	16.76
107						
108	13	18	17.952	13	18	18.5
108						
109	13	18	19.951	13	18	20.54
109						
110	13	18	21.965	13	18	22.65
110						
111	13	18	23.945	13	18	24.48
111						
112	13	18	25.961	13	18	26.5
112						
113	13	18	27.972	13	18	28.65
113						
114	13	18	29.95	13	18	30.62
114						
115	13	18	31.985	13	18	32.59
115						
116	13	18	33.961	13	18	34.61
116						
117	13	18	35.961	13	18	36.61
117						
118	13	18	37.961	13	18	38.59
118						
119	13	18	39.97	13	18	40.65
119						
120	13	18	41.961	13	18	42.61
120						
121	13	18	43.974	13	18	44.77
121						
122	13	18	45.96	13	18	46.61
122						
123	13	18	47.975	13	18	48.75
123						
124	13	18	49.944	13	18	50.54
124						
125	13	18	51.958	13	18	52.59
125						
126	13	18	53.972	13	18	54.65
126						
127	13	18	55.945	13	18	56.45
127						
128	13	18	57.956	13	18	58.57
128						
129	13	18	59.961	13	19	0.61
129						
130	13	19	1.977	13	19	2.7
130						
131	13	19	3.95	13	19	4.49
131						
132	13	19	5.959	13	19	6.69
132						
133	13	19	7.944	13	19	8.54
133						
134	13	19	9.957	13	19	10.56
134						
135	13	19	11.957	13	19	12.58
135						
136	13	19	13.974	13	19	14.72
136						
137	13	19	15.947	13	19	16.47
137						
138	13	19	17.948	13	19	18.48
138						
139	13	19	19.977	13	19	20.73
139						
140	13	19	21.98	13	19	22.49
140						
141	13	19	23.947	13	19	24.46
141						
142	13	19	25.951	13	19	26.51
142						
143	13	19	27.951	13	19	28.59
143						
144	13	19	29.949	13	19	30.48
144						
145	13	19	31.963	13	19	32.62
145						
146	13	19	33.974	13	19	34.75
146						
147	13	19	35.964	13	19	36.64
147						
148	13	19	37.95	13	19	38.57
148						
149	13	19	39.964	13	19	40.63
149						
150	13	19	41.976	13	19	42.77
150						
151	13	19	43.951	13	19	44.5
151						
152	13	19	45.977	13	19	46.47
152						
153	13	19	47.948	13	19	48.56
153						
154	13	19	49.976	13	19	50.44
154						
155	13	19	51.948	13	19	52.56
155						
156	13	19	53.96	13	19	54.59
156						
157	13	19	55.971	13	19	56.54
157						
158	13	19	57.944	13	19	58.76
158						
159	13	19	59.956	13	20	0.56
159						
160	13	20	1.958	13	20	2.6
160						
161	13	20	3.967	13	20	4.67
161						
162	13	20	5.949	13	20	6.49
162						
163	13	20	7.955	13	20	8.51
163						
164	13	20	9.967	13	20	10.47
164						
165	13	20	11.974	13	20	12.76
165						
166	13	20	13.95	13	20	14.5
166						
167	13	20	15.953	13	20	16.52
167						
168	13	20	17.948	13	20	18.49
168						
169	13	20	19.949	13	20	20.49
169						
170	13	20	21.957	13	20	22.56
170						
171	13	20	23.957	13	20	24.56
171						
172	13	20	25.968	13	20	26.69
172						
173	13	20	27.949	13	20	28.51
173						
174	13	20	29.953	13	20	30.53
174						
175	13	20	31.97	13	20	32.54
175						
176	13	20	33.949	13	20	34.48
176						
177	13	20	35.949	13	20	36.6
177						
178	13	20	37.965	13	20	38.71
178						
179	13	20	39.97	13	20	40.46
179						
180	13	20	41.948	13	20	42.49
180						
181	13	20	43.967	13	20	44.72
181						
182	13	20	45.951	13	20	46.52
182						
183	13	20	47.951	13	20	48.5
183						
184	13	20	49.949	13	20	50.5
184						
185	13	20	51.957	13	20	52.55
185						
186	13	20	53.964	13	20	54.66
186						
187	13	20	55.955	13	20	56.57
187						
188	13	20	57.968	13	20	58.56
188						
189	13	20	59.961	13	21	0.61
189						
190	13	21	1.964	13	21	2.64
190						
191	13	21	3.97	13	21	4.7
191						
192	13	21	5.958	13	21	6.59
192						
193	13	21	7.957	13	21	8.69
193						
194	13	21	9.954	13	21	10.56
194						
195	13	21	11.962	13	21	12.62
195						
196	13	21	13.964	13	21	14.73
196						
197	13	21	15.975	13	21	16.51
197						
198	13	21	17.956	13	21	18.56
198						
199	13	21	19.973	13	21	20.73
199						
200	13	21	21.952	13	21	22.53
200						
201	13	21	23.966	13	21	24.66
201						
202	13	21	25.97	13	21	26.49
202						
203	13	21	27.951	13	21	28.53
203						
204	13	21	29.956	13	21	30.57
204						
205	13	21	31.948	13	21	32.48
205						
206	13	21	33.947	13	21	34.47
206						
207	13	21	35.961	13	21	36.72
207						
208	13	21	37.959	13	21	38.6
208						
209	13	21	39.977	13	21	40.66
209						
210	13	21	41.971	13	21	42.71
210						
211	13	21	43.955	13	21	44.63
211						
212	13	21	45.946	13	21	46.51
212						
213	13	21	47.967	13	21	48.68
213						
214	13	21	49.947	13	21	50.5
214						
215	13	21	51.957	13	21	52.67
215						
216	13	21	53.949	13	21	54.62
216						
217	13	21	55.96	13	21	56.66
217						
218	13	21	57.978	13	21	58.51
218						
219	13	21	59.962	13	22	0.62
219						
220	13	22	1.971	13	22	2.48
220						
221	13	22	3.949	13	22	4.57
221						
222	13	22	5.959	13	22	6.61
222						
223	13	22	7.945	13	22	8.45
223						
224	13	22	9.957	13	22	10.62
224						
225	13	22	11.945	13	22	12.45
225						
226	13	22	13.964	13	22	14.63
226						
227	13	22	15.964	13	22	16.71
227						
228	13	22	17.951	13	22	18.54
228						
229	13	22	19.959	13	22	20.59
229						
230	13	22	21.961	13	22	22.61
230						
231	13	22	23.949	13	22	24.46
231						
232	13	22	25.96	13	22	26.6
232						
233	13	22	27.973	13	22	28.71
233						
234	13	22	29.954	13	22	30.54
234						
235	13	22	31.97	13	22	32.7
235						
236	13	22	33.948	13	22	34.53
236						
237	13	22	35.953	13	22	36.53
237						
238	13	22	37.978	13	22	38.45
238						
239	13	22	39.947	13	22	40.46
239						
240	13	22	41.957	13	22	42.56
240						
241	13	22	43.965	13	22	44.64
241						
242	13	22	45.968	13	22	46.7
242						
243	13	22	47.953	13	22	48.53
243						
244	13	22	49.966	13	22	50.71
244						
245	13	22	51.965	13	22	52.7
245						
246	13	22	53.969	13	22	54.69
246						
247	13	22	55.947	13	22	56.49
247						
248	13	22	57.945	13	22	58.45
248						
249	13	22	59.948	13	23	0.45
249						
250	13	23	1.967	13	23	2.7
250						
251	13	23	3.973	13	23	4.76
251						
252	13	23	5.947	13	23	6.48
252						
253	13	23	7.95	13	23	8.51
253						
254	13	23	9.962	13	23	10.62
254						
255	13	23	11.972	13	23	12.7
255						
256	13	23	13.975	13	23	14.74
256						
257	13	23	15.955	13	23	16.65
257						
258	13	23	17.958	13	23	18.58
258						
259	13	23	19.961	13	23	20.6
259						
260	13	23	21.961	13	23	22.68
260						
261	13	23	23.946	13	23	24.46
261						
262	13	23	25.95	13	23	26.51
262						
263	13	23	27.958	13	23	28.58
263						
264	13	23	29.965	13	23	30.65
264						
265	13	23	31.973	13	23	32.74
265						
266	13	23	33.947	13	23	34.46
266						
267	13	23	35.962	13	23	36.64
267						
268	13	23	37.976	13	23	38.75
268						
269	13	23	39.944	13	23	40.76
269						
270	13	23	41.953	13	23	42.53
270						
271	13	23	43.97	13	23	44.53
271						
272	13	23	45.957	13	23	46.7
272						
273	13	23	47.945	13	23	48.46
273						
274	13	23	49.951	13	23	50.51
274						
275	13	23	51.962	13	23	52.63
275						
276	13	23	53.97	13	23	54.73
276						
277	13	23	55.969	13	23	56.7
277						
278	13	23	57.949	13	23	58.48
278						
279	13	23	59.949	13	24	0.46
279						
280	13	24	1.949	13	24	2.5
280						
281	13	24	3.969	13	24	4.81
281						
282	13	24	5.967	13	24	6.51
282						
283	13	24	7.956	13	24	8.5
283						
284	13	24	9.962	13	24	10.6
284						
285	13	24	11.975	13	24	12.57
285						
286	13	24	13.959	13	24	14.6
286						
287	13	24	15.944	13	24	16.81
287						
288	13	24	17.961	13	24	18.6
288						
289	13	24	19.965	13	24	20.72
289						
290	13	24	21.945	13	24	22.45
290						
291	13	24	23.966	13	24	24.7
291						
292	13	24	25.949	13	24	26.5
292						
293	13	24	27.957	13	24	28.56
293						
294	13	24	29.96	13	24	30.62
294						
295	13	24	31.974	13	24	32.74
295						
296	13	24	33.952	13	24	34.56
296						
297	13	24	35.959	13	24	36.6
297						
298	13	24	37.961	13	24	38.61
298						
299	13	24	39.967	13	24	40.7
299						
300	13	24	41.946	13	24	42.78
300						
301	13	24	43.963	13	24	44.67
301						
302	13	24	45.984	13	24	46.44
302						
303	13	24	47.947	13	24	48.48
303						
304	13	24	49.95	13	24	50.48
304						
305	13	24	51.954	13	24	52.54
305						
306	13	24	53.979	13	24	54.46
306						
307	13	24	55.954	13	24	56.57
307						
308	13	24	57.968	13	24	58.68
308						
309	13	24	59.968	13	25	0.74
309						
310	13	25	1.972	13	25	2.71
310						
311	13	25	3.947	13	25	4.74
311						
312	13	25	5.947	13	25	6.49
312						
313	13	25	7.955	13	25	8.59
313						
314	13	25	9.965	13	25	10.63
314						
315	13	25	11.966	13	25	12.67
315						
316	13	25	13.952	13	25	14.55
316						
317	13	25	15.964	13	25	16.69
317						
318	13	25	17.952	13	25	18.55
318						
319	13	25	19.945	13	25	20.44
319						
320	13	25	21.946	13	25	22.45
320						
321	13	25	23.974	13	25	24.77
321						
322	13	25	25.966	13	25	26.67
322						
323	13	25	27.965	13	25	28.66
323						
324	13	25	29.947	13	25	30.48
324						
325	13	25	31.946	13	25	32.46
325						
326	13	25	33.958	13	25	34.58
326						
327	13	25	35.96	13	25	36.62
327						
328	13	25	37.974	13	25	38.75
328						
329	13	25	39.947	13	25	40.46
329						
330	13	25	41.945	13	25	42.45
330						
331	13	25	43.961	13	25	44.6
331						
332	13	25	45.963	13	25	46.62
332						
333	13	25	47.976	13	25	48.51
333						
334	13	25	49.952	13	25	50.52
334						
335	13	25	51.957	13	25	52.57
335						
336	13	25	53.966	13	25	54.69
336						
337	13	25	55.983	13	25	56.75
337						
338	13	25	57.948	13	25	58.47
338						
339	13	25	59.952	13	26	0.52
339						
340	13	26	1.964	13	26	2.65
340						
341	13	26	3.963	13	26	4.64
341						
342	13	26	5.964	13	26	6.64
342						
343	13	26	7.972	13	26	8.47
343						
344	13	26	9.947	13	26	10.53
344						
345	13	26	11.964	13	26	12.66
345						
346	13	26	13.966	13	26	14.66
346						
347	13	26	15.969	13	26	16.7
347						
348	13	26	17.951	13	26	18.59
348						
349	13	26	19.953	13	26	20.61
349						
350	13	26	21.964	13	26	22.62
350						
351	13	26	23.967	13	26	24.61
351						
352	13	26	25.95	13	26	26.5
352						
353	13	26	27.975	13	26	28.73
353						
354	13	26	29.955	13	26	30.55
354						
355	13	26	31.951	13	26	32.54
355						
356	13	26	33.944	13	26	34.45
356						
357	13	26	35.962	13	26	36.62
357						
358	13	26	37.944	13	26	38.45
358						
359	13	26	39.948	13	26	40.53
359						
360	13	26	41.961	13	26	42.61
360						
361	13	26	43.962	13	26	44.62
361						
362	13	26	45.965	13	26	46.63
362						
363	13	26	47.945	13	26	48.54
363						
364	13	26	49.945	13	26	50.56
364						
365	13	26	51.957	13	26	52.58
365						
366	13	26	53.972	13	26	54.71
366						
367	13	26	55.972	13	26	56.74
367						
368	13	26	57.949	13	26	58.5
368						
369	13	26	59.954	13	27	0.55
369						
370	13	27	1.974	13	27	2.72
370						
371	13	27	3.977	13	27	4.76
371						
372	13	27	5.949	13	27	6.47
372						
373	13	27	7.954	13	27	8.61
373						
374	13	27	9.96	13	27	10.64
374						
375	13	27	11.964	13	27	12.68
375						
376	13	27	13.948	13	27	14.49
376						
377	13	27	15.951	13	27	16.53
377						
378	13	27	17.954	13	27	18.53
378						
379	13	27	19.97	13	27	20.65
379						
380	13	27	21.972	13	27	22.76
380						
381	13	27	23.947	13	27	24.48
381						
382	13	27	25.949	13	27	26.46
382						
383	13	27	27.951	13	27	28.51
383						
384	13	27	29.953	13	27	30.53
384						
385	13	27	31.962	13	27	32.63
385						
386	13	27	33.963	13	27	34.63
386						
387	13	27	35.975	13	27	36.44
387						
388	13	27	37.95	13	27	38.5
388						
389	13	27	39.975	13	27	40.82
389						
390	13	27	41.976	13	27	42.76
390						
391	13	27	43.96	13	27	44.61
391						
392	13	27	45.963	13	27	46.69
392						
393	13	27	47.966	13	27	48.7
393						
394	13	27	49.976	13	27	50.45
394						
395	13	27	51.967	13	27	52.78
395						
396	13	27	53.957	13	27	54.55
396						
397	13	27	55.973	13	27	56.74
397						
398	13	27	57.962	13	27	58.65
398						
399	13	27	59.976	13	28	0.76
399						
400	13	28	1.953	13	28	2.53
400						
401	13	28	3.964	13	28	4.7
401						
402	13	28	5.971	13	28	6.72
402						
403	13	28	7.96	13	28	8.59
403						
404	13	28	9.974	13	28	10.74
404						
405	13	28	11.958	13	28	12.59
405						
406	13	28	13.965	13	28	14.65
406						
407	13	28	15.966	13	28	16.66
407						
408	13	28	17.97	13	28	18.7
408						
409	13	28	19.973	13	28	20.73
409						
410	13	28	21.962	13	28	22.69
410						
411	13	28	23.965	13	28	24.64
411						
412	13	28	25.971	13	28	26.7
412						
413	13	28	27.977	13	28	28.77
413						
414	13	28	29.967	13	28	30.72
414						
415	13	28	31.969	13	28	32.71
415						
416	13	28	33.948	13	28	34.48
416						
417	13	28	35.963	13	28	36.64
417						
418	13	28	37.971	13	28	38.69
418						
419	13	28	39.977	13	28	40.76
419						
420	13	28	41.953	13	28	42.52
420						
421	13	28	43.96	13	28	44.81
421						
422	13	28	45.947	13	28	46.46
422						
423	13	28	47.964	13	28	48.65
423						
424	13	28	49.961	13	28	50.64
424						
425	13	28	51.967	13	28	52.7
425						
426	13	28	53.965	13	28	54.64
426						
427	13	28	55.978	13	28	56.77
427						
428	13	28	57.944	13	28	58.51
428						
429	13	28	59.96	13	29	0.68
429						
430	13	29	1.944	13	29	2.45
430						
431	13	29	3.946	13	29	4.46
431						
432	13	29	5.955	13	29	6.53
432						
433	13	29	7.957	13	29	8.56
433						
434	13	29	9.963	13	29	10.68
434						
435	13	29	11.974	13	29	12.76
435						
436	13	29	13.951	13	29	14.54
436						
437	13	29	15.957	13	29	16.58
437						
438	13	29	17.959	13	29	18.61
438						
439	13	29	19.974	13	29	20.74
439						
440	13	29	21.96	13	29	22.61
440						
441	13	29	23.968	13	29	24.66
441						
442	13	29	25.97	13	29	26.72
442						
443	13	29	27.974	13	29	28.76
443						
444	13	29	29.947	13	29	30.47
444						
445	13	29	31.954	13	29	32.54
445						
446	13	29	33.967	13	29	34.68
446						
447	13	29	35.968	13	29	36.67
447						
448	13	29	37.966	13	29	38.66
448						
449	13	29	39.976	13	29	40.83
449						
450	13	29	41.973	13	29	42.75
450						
451	13	29	43.963	13	29	44.63
451						
452	13	29	45.969	13	29	46.69
452						
453	13	29	47.946	13	29	48.45
453						
454	13	29	49.956	13	29	50.55
454						
455	13	29	51.952	13	29	52.52
455						
456	13	29	53.958	13	29	54.59
456						
457	13	29	55.966	13	29	56.65
457						
458	13	29	57.975	13	29	58.75
458						
459	13	29	59.946	13	30	0.45
459						
460	13	30	1.953	13	30	2.53
460						
461	13	30	3.963	13	30	4.64
461						
462	13	30	5.977	13	30	6.45
462						
463	13	30	7.946	13	30	8.47
463						
464	13	30	9.96	13	30	10.58
464						
465	13	30	11.963	13	30	12.63
465						
466	13	30	13.963	13	30	14.64
466						
467	13	30	15.977	13	30	16.47
467						
468	13	30	17.96	13	30	18.6
468						
469	13	30	19.963	13	30	20.64
469						
470	13	30	21.971	13	30	22.7
470						
471	13	30	23.979	13	30	24.84
471						
472	13	30	25.97	13	30	26.71
472						
473	13	30	27.976	13	30	28.76
473						
474	13	30	29.977	13	30	30.75
474						
475	13	30	31.978	13	30	32.82
475						
476	13	30	33.96	13	30	34.57
476						
477	13	30	35.97	13	30	36.68
477						
478	13	30	37.973	13	30	38.73
478						
479	13	30	39.946	13	30	40.46
479						
480	13	30	41.951	13	30	42.51
480						
481	13	30	43.958	13	30	44.6
481						
482	13	30	45.962	13	30	46.65
482						
483	13	30	47.959	13	30	48.61
483						
484	13	30	49.963	13	30	50.72
484						
485	13	30	51.947	13	30	52.46
485						
486	13	30	53.964	13	30	54.63
486						
487	13	30	55.97	13	30	56.76
487						
488	13	30	57.946	13	30	58.46
488						
489	13	30	59.954	13	31	0.55
489						
490	13	31	1.961	13	31	2.61
490						
491	13	31	3.97	13	31	4.78
491						
492	13	31	5.945	13	31	6.47
492						
493	13	31	7.95	13	31	8.49
493						
494	13	31	9.967	13	31	10.67
494						
495	13	31	11.976	13	31	12.75
495						
496	13	31	13.948	13	31	14.47
496						
497	13	31	15.96	13	31	16.6
497						
498	13	31	17.969	13	31	18.67
498						
499	13	31	19.974	13	31	20.72
499						
500	13	31	21.977	13	31	22.47
500						
501	13	31	23.945	13	31	24.46
501						
502	13	31	25.955	13	31	26.53
502						
503	13	31	27.961	13	31	28.63
503						
504	13	31	29.97	13	31	30.7
504						
505	13	31	31.974	13	31	32.72
505						
506	13	31	33.954	13	31	34.54
506						
507	13	31	35.955	13	31	36.54
507						
508	13	31	37.954	13	31	38.54
508						
509	13	31	39.95	13	31	40.49
509						
510	13	31	41.951	13	31	42.49
510						
511	13	31	43.956	13	31	44.57
511						
512	13	31	45.963	13	31	46.63
512						
513	13	31	47.946	13	31	48.47
513						
514	13	31	49.953	13	31	50.53
514						
515	13	31	51.966	13	31	52.66
515						
516	13	31	53.972	13	31	54.7
516						
517	13	31	55.954	13	31	56.65
517						
518	13	31	57.971	13	31	58.7
518						
519	13	31	59.949	13	32	0.5
519						
520	13	32	1.967	13	32	2.69
520						
521	13	32	3.948	13	32	4.48
521						
522	13	32	5.951	13	32	6.58
522						
523	13	32	7.965	13	32	8.67
523						
524	13	32	9.975	13	32	10.76
524						
525	13	32	11.946	13	32	12.46
525						
526	13	32	13.945	13	32	14.45
526						
527	13	32	15.95	13	32	16.5
527						
528	13	32	17.959	13	32	18.59
528						
529	13	32	19.959	13	32	20.59
529						
530	13	32	21.956	13	32	22.57
530						
531	13	32	23.964	13	32	24.64
531						
532	13	32	25.974	13	32	26.74
532						
533	13	32	27.975	13	32	28.75
533						
534	13	32	29.973	13	32	30.74
534						
535	13	32	31.975	13	32	32.76
535						
536	13	32	33.968	13	32	34.71
536						
537	13	32	35.974	13	32	36.78
537						
538	13	32	37.975	13	32	38.77
538						
539	13	32	39.954	13	32	40.55
539						
540	13	32	41.973	13	32	42.77
540						
541	13	32	43.959	13	32	44.58
541						
542	13	32	45.96	13	32	46.6
542						
543	13	32	47.952	13	32	48.49
543						
544	13	32	49.966	13	32	50.61
544						
545	13	32	51.969	13	32	52.72
545						
546	13	32	53.974	13	32	54.75
546						
547	13	32	55.952	13	32	56.51
547						
548	13	32	57.961	13	32	58.65
548						
549	13	32	59.966	13	33	0.65
549						
550	13	33	1.955	13	33	2.55
550						
551	13	33	3.966	13	33	4.67
551						
552	13	33	5.975	13	33	6.79
552						
553	13	33	7.961	13	33	8.63
553						
554	13	33	9.967	13	33	10.69
554						
555	13	33	11.968	13	33	12.71
555						
556	13	33	13.968	13	33	14.69
556						
557	13	33	15.97	13	33	16.74
557						
558	13	33	17.974	13	33	18.71
558						
559	13	33	19.971	13	33	20.5
559						
560	13	33	21.962	13	33	22.62
560						
561	13	33	23.968	13	33	24.67
561						
562	13	33	25.945	13	33	26.44
562						
563	13	33	27.948	13	33	28.48
563						
564	13	33	29.969	13	33	30.73
564						
565	13	33	31.962	13	33	32.61
565						
566	13	33	33.964	13	33	34.64
566						
567	13	33	35.965	13	33	36.63
567						
568	13	33	37.969	13	33	38.69
568						
569	13	33	39.973	13	33	40.73
569						
570	13	33	41.957	13	33	42.57
570						
571	13	33	43.968	13	33	44.61
571						
572	13	33	45.974	13	33	46.72
572						
573	13	33	47.963	13	33	48.64
573						
574	13	33	49.954	13	33	50.54
574						
575	13	33	51.959	13	33	52.61
575						
576	13	33	53.973	13	33	54.82
576						
577	13	33	55.952	13	33	56.54
577						
578	13	33	57.949	13	33	58.49
578						
579	13	33	59.948	13	34	0.47
579						
580	13	34	1.951	13	34	2.52
580						
581	13	34	3.966	13	34	4.65
581						
582	13	34	5.964	13	34	6.65
582						
583	13	34	7.974	13	34	8.72
583						
584	13	34	9.976	13	34	10.45
584						
585	13	34	11.966	13	34	12.65
585						
586	13	34	13.969	13	34	14.69
586						
587	13	34	15.95	13	34	16.49
587						
588	13	34	17.96	13	34	18.6
588						
589	13	34	19.968	13	34	20.74
589						
590	13	34	21.969	13	34	22.7
590						
591	13	34	23.949	13	34	24.49
591						
592	13	34	25.955	13	34	26.57
592						
593	13	34	27.949	13	34	28.49
593						
594	13	34	29.95	13	34	30.5
594						
595	13	34	31.961	13	34	32.6
595						
596	13	34	33.961	13	34	34.62
596						
597	13	34	35.978	13	34	36.78
597						
598	13	34	37.954	13	34	38.57
598						
599	13	34	39.962	13	34	40.67
599						
600	13	34	41.967	13	34	42.66
600						
601	13	34	43.971	13	34	44.79
601						
602	13	34	45.946	13	34	46.46
602						
603	13	34	47.957	13	34	48.56
603						
604	13	34	49.955	13	34	50.57
604						
605	13	34	51.958	13	34	52.59
605						
606	13	34	53.962	13	34	54.61
606						
607	13	34	55.945	13	34	56.46
607						
608	13	34	57.954	13	34	58.53
608						
609	13	34	59.95	13	35	0.53
609						
610	13	35	1.953	13	35	2.53
610						
611	13	35	3.949	13	35	4.5
611						
612	13	35	5.952	13	35	6.52
612						
613	13	35	7.964	13	35	8.63
613						
614	13	35	9.965	13	35	10.65
614						
615	13	35	11.97	13	35	12.54
615						
616	13	35	13.955	13	35	14.54
616						
617	13	35	15.98	13	35	16.72
617						
618	13	35	17.952	13	35	18.52
618						
619	13	35	19.954	13	35	20.54
619						
620	13	35	21.962	13	35	22.65
620						
621	13	35	23.958	13	35	24.59
621						
622	13	35	25.964	13	35	26.64
622						
623	13	35	27.974	13	35	28.74
623						
624	13	35	29.968	13	35	30.68
624						
625	13	35	31.961	13	35	32.61
625						
626	13	35	33.963	13	35	34.63
626						
627	13	35	35.971	13	35	36.45
627						
628	13	35	37.946	13	35	38.45
628						
629	13	35	39.95	13	35	40.51
629						
630	13	35	41.956	13	35	42.55
630						
631	13	35	43.965	13	35	44.64
631						
632	13	35	45.946	13	35	46.47
632						
633	13	35	47.961	13	35	48.62
633						
634	13	35	49.97	13	35	50.76
634						
635	13	35	51.972	13	35	52.74
635						
636	13	35	53.957	13	35	54.59
636						
637	13	35	55.962	13	35	56.62
637						
638	13	35	57.966	13	35	58.66
638						
639	13	35	59.966	13	36	0.65
639						
640	13	36	1.97	13	36	2.7
640						
641	13	36	3.977	13	36	4.72
641						
642	13	36	5.973	13	36	6.72
642						
643	13	36	7.946	13	36	8.79
643						
644	13	36	9.949	13	36	10.48
644						
645	13	36	11.961	13	36	12.64
645						
646	13	36	13.972	13	36	14.72
646						
647	13	36	15.97	13	36	16.71
