No	hr	min	sec	hr	min	sec
1	17	10	39.514	17	10	40.524
1						
2	17	10	41.535	17	10	41.634
2						
3	17	10	43.537	17	10	43.639
3						
4	17	10	45.514	17	10	45.614
4						
5	17	10	47.523	17	10	47.626
5						
6	17	10	49.52	17	10	49.625
6						
7	17	10	51.536	17	10	51.636
7						
8	17	10	53.541	17	10	53.642
8						
9	17	10	55.544	17	10	55.645
9						
10	17	10	57.526	17	10	57.617
10						
11	17	10	59.536	17	10	59.64
11						
12	17	11	1.528	17	11	1.631
12						
13	17	11	3.531	17	11	3.629
13						
14	17	11	5.528	17	11	5.627
14						
15	17	11	7.525	17	11	7.627
15						
16	17	11	9.524	17	11	9.624
16						
17	17	11	11.529	17	11	11.63
17						
18	17	11	13.546	17	11	13.621
18						
19	17	11	15.527	17	11	15.628
19						
20	17	11	17.537	17	11	17.636
20						
21	17	11	19.528	17	11	19.628
21						
22	17	11	21.528	17	11	21.628
22						
23	17	11	23.541	17	11	23.641
23						
24	17	11	25.537	17	11	25.639
24						
25	17	11	27.543	17	11	27.644
25						
26	17	11	29.523	17	11	29.624
26						
27	17	11	31.535	17	11	31.637
27						
28	17	11	33.541	17	11	33.643
28						
29	17	11	35.518	17	11	35.624
29						
30	17	11	37.531	17	11	37.632
30						
31	17	11	39.516	17	11	39.624
31						
32	17	11	41.532	17	11	41.634
32						
33	17	11	43.538	17	11	43.639
33						
34	17	11	45.541	17	11	45.64
34						
35	17	11	47.529	17	11	47.632
35						
36	17	11	49.53	17	11	49.635
36						
37	17	11	51.537	17	11	51.638
37						
38	17	11	53.52	17	11	53.619
38						
39	17	11	55.525	17	11	55.629
39						
40	17	11	57.534	17	11	57.634
40						
41	17	11	59.536	17	11	59.636
41						
42	17	12	1.517	17	12	1.632
42						
43	17	12	3.535	17	12	3.636
43						
44	17	12	5.536	17	12	5.635
44						
45	17	12	7.515	17	12	7.625
45						
46	17	12	9.532	17	12	9.633
46						
47	17	12	11.536	17	12	11.635
47						
48	17	12	13.542	17	12	13.642
48						
49	17	12	15.515	17	12	15.613
49						
50	17	12	17.529	17	12	17.63
50						
51	17	12	19.534	17	12	19.636
51						
52	17	12	21.521	17	12	21.645
52						
53	17	12	23.521	17	12	23.624
53						
54	17	12	25.538	17	12	25.64
54						
55	17	12	27.542	17	12	27.642
55						
56	17	12	29.516	17	12	29.621
56						
57	17	12	31.525	17	12	31.624
57						
58	17	12	33.526	17	12	33.626
58						
59	17	12	35.537	17	12	35.64
59						
60	17	12	37.517	17	12	37.618
60						
61	17	12	39.525	17	12	39.621
61						
62	17	12	41.545	17	12	41.648
62						
63	17	12	43.538	17	12	43.629
63						
64	17	12	45.535	17	12	45.636
64						
65	17	12	47.541	17	12	47.641
65						
66	17	12	49.523	17	12	49.623
66						
67	17	12	51.531	17	12	51.628
67						
68	17	12	53.542	17	12	53.64
68						
69	17	12	55.549	17	12	55.619
69						
70	17	12	57.532	17	12	57.633
70						
71	17	12	59.539	17	12	59.64
71						
72	17	13	1.539	17	13	1.64
72						
73	17	13	3.518	17	13	3.622
73						
74	17	13	5.522	17	13	5.622
74						
75	17	13	7.534	17	13	7.633
75						
76	17	13	9.542	17	13	9.644
76						
77	17	13	11.55	17	13	11.613
77						
78	17	13	13.516	17	13	13.619
78						
79	17	13	15.524	17	13	15.625
79						
80	17	13	17.513	17	13	17.617
80						
81	17	13	19.53	17	13	19.632
81						
82	17	13	21.545	17	13	21.624
82						
83	17	13	23.52	17	13	23.62
83						
84	17	13	25.527	17	13	25.635
84						
85	17	13	27.539	17	13	27.641
85						
86	17	13	29.514	17	13	29.615
86						
87	17	13	31.522	17	13	31.628
87						
88	17	13	33.541	17	13	33.642
88						
89	17	13	35.514	17	13	35.62
89						
90	17	13	37.517	17	13	37.626
90						
91	17	13	39.534	17	13	39.63
91						
92	17	13	41.537	17	13	41.614
92						
93	17	13	43.523	17	13	43.623
93						
94	17	13	45.556	17	13	45.617
94						
95	17	13	47.525	17	13	47.636
95						
96	17	13	49.542	17	13	49.642
96						
97	17	13	51.539	17	13	51.639
97						
98	17	13	53.518	17	13	53.618
98						
99	17	13	55.517	17	13	55.623
99						
100	17	13	57.543	17	13	57.617
100						
101	17	13	59.541	17	13	59.614
101						
102	17	14	1.523	17	14	1.623
102						
103	17	14	3.535	17	14	3.635
103						
104	17	14	5.548	17	14	5.615
104						
105	17	14	7.538	17	14	7.649
105						
106	17	14	9.528	17	14	9.637
106						
107	17	14	11.537	17	14	11.637
107						
108	17	14	13.518	17	14	13.618
108						
109	17	14	15.53	17	14	15.63
109						
110	17	14	17.55	17	14	17.616
110						
111	17	14	19.518	17	14	19.624
111						
112	17	14	21.535	17	14	21.635
112						
113	17	14	23.546	17	14	23.645
113						
114	17	14	25.529	17	14	25.629
114						
115	17	14	27.514	17	14	27.647
115						
116	17	14	29.52	17	14	29.623
116						
117	17	14	31.538	17	14	31.619
117						
118	17	14	33.53	17	14	33.63
118						
119	17	14	35.541	17	14	35.613
119						
120	17	14	37.513	17	14	37.613
120						
121	17	14	39.537	17	14	39.64
121						
122	17	14	41.538	17	14	41.637
122						
123	17	14	43.542	17	14	43.616
123						
124	17	14	45.515	17	14	45.62
124						
125	17	14	47.534	17	14	47.637
125						
126	17	14	49.537	17	14	49.635
126						
127	17	14	51.541	17	14	51.642
127						
128	17	14	53.522	17	14	53.622
128						
129	17	14	55.526	17	14	55.628
129						
130	17	14	57.538	17	14	57.638
130						
131	17	14	59.537	17	14	59.636
131						
132	17	15	1.523	17	15	1.629
132						
133	17	15	3.531	17	15	3.634
133						
134	17	15	5.545	17	15	5.617
134						
135	17	15	7.518	17	15	7.644
135						
136	17	15	9.518	17	15	9.618
136						
137	17	15	11.526	17	15	11.63
137						
138	17	15	13.539	17	15	13.617
138						
139	17	15	15.521	17	15	15.63
139						
140	17	15	17.535	17	15	17.647
140						
141	17	15	19.531	17	15	19.631
141						
142	17	15	21.537	17	15	21.637
142						
143	17	15	23.535	17	15	23.648
143						
144	17	15	25.514	17	15	25.614
144						
145	17	15	27.535	17	15	27.636
145						
146	17	15	29.54	17	15	29.647
146						
147	17	15	31.518	17	15	31.627
147						
148	17	15	33.534	17	15	33.634
148						
149	17	15	35.532	17	15	35.64
149						
150	17	15	37.551	17	15	37.625
150						
151	17	15	39.522	17	15	39.622
151						
152	17	15	41.523	17	15	41.63
152						
153	17	15	43.538	17	15	43.638
153						
154	17	15	45.543	17	15	45.643
154						
155	17	15	47.537	17	15	47.637
155						
156	17	15	49.536	17	15	49.643
156						
157	17	15	51.545	17	15	51.645
157						
158	17	15	53.525	17	15	53.625
158						
159	17	15	55.524	17	15	55.624
159						
160	17	15	57.532	17	15	57.638
160						
161	17	15	59.515	17	15	59.622
161						
162	17	16	1.527	17	16	1.627
162						
163	17	16	3.542	17	16	3.642
163						
164	17	16	5.524	17	16	5.641
164						
165	17	16	7.515	17	16	7.615
165						
166	17	16	9.519	17	16	9.62
166						
167	17	16	11.535	17	16	11.64
167						
168	17	16	13.522	17	16	13.624
168						
169	17	16	15.538	17	16	15.64
169						
170	17	16	17.515	17	16	17.616
170						
171	17	16	19.533	17	16	19.639
171						
172	17	16	21.543	17	16	21.616
172						
173	17	16	23.517	17	16	23.622
173						
174	17	16	25.521	17	16	25.621
174						
175	17	16	27.525	17	16	27.632
175						
176	17	16	29.533	17	16	29.632
176						
177	17	16	31.538	17	16	31.637
177						
178	17	16	33.541	17	16	33.614
178						
179	17	16	35.515	17	16	35.615
179						
180	17	16	37.518	17	16	37.618
180						
181	17	16	39.519	17	16	39.627
181						
182	17	16	41.53	17	16	41.631
182						
183	17	16	43.534	17	16	43.636
183						
184	17	16	45.539	17	16	45.622
184						
185	17	16	47.522	17	16	47.627
185						
186	17	16	49.534	17	16	49.641
186						
187	17	16	51.539	17	16	51.645
187						
188	17	16	53.522	17	16	53.633
188						
189	17	16	55.541	17	16	55.642
189						
190	17	16	57.527	17	16	57.628
190						
191	17	16	59.517	17	16	59.622
191						
192	17	17	1.525	17	17	1.626
192						
193	17	17	3.537	17	17	3.64
193						
194	17	17	5.541	17	17	5.641
194						
195	17	17	7.526	17	17	7.622
195						
196	17	17	9.527	17	17	9.626
196						
197	17	17	11.525	17	17	11.626
197						
198	17	17	13.521	17	17	13.631
198						
199	17	17	15.539	17	17	15.616
199						
200	17	17	17.538	17	17	17.646
200						
201	17	17	19.527	17	17	19.625
201						
202	17	17	21.519	17	17	21.621
202						
203	17	17	23.524	17	17	23.625
203						
204	17	17	25.528	17	17	25.628
204						
205	17	17	27.518	17	17	27.619
205						
206	17	17	29.522	17	17	29.622
206						
207	17	17	31.516	17	17	31.615
207						
208	17	17	33.522	17	17	33.624
208						
209	17	17	35.527	17	17	35.631
209						
210	17	17	37.535	17	17	37.636
210						
211	17	17	39.515	17	17	39.62
211						
212	17	17	41.535	17	17	41.641
212						
213	17	17	43.522	17	17	43.625
213						
214	17	17	45.548	17	17	45.632
214						
215	17	17	47.52	17	17	47.615
215						
216	17	17	49.516	17	17	49.617
216						
217	17	17	51.519	17	17	51.621
217						
218	17	17	53.533	17	17	53.633
218						
219	17	17	55.52	17	17	55.62
219						
220	17	17	57.527	17	17	57.627
220						
221	17	17	59.53	17	17	59.63
221						
222	17	18	1.537	17	18	1.642
222						
223	17	18	3.523	17	18	3.622
223						
224	17	18	5.53	17	18	5.629
224						
225	17	18	7.54	17	18	7.641
225						
226	17	18	9.541	17	18	9.614
226						
227	17	18	11.524	17	18	11.625
227						
228	17	18	13.526	17	18	13.633
228						
229	17	18	15.543	17	18	15.643
229						
230	17	18	17.524	17	18	17.623
230						
231	17	18	19.526	17	18	19.638
231						
232	17	18	21.536	17	18	21.637
232						
233	17	18	23.552	17	18	23.643
233						
234	17	18	25.516	17	18	25.618
234						
235	17	18	27.521	17	18	27.628
235						
236	17	18	29.536	17	18	29.642
236						
237	17	18	31.518	17	18	31.622
237						
238	17	18	33.531	17	18	33.634
238						
239	17	18	35.536	17	18	35.638
239						
240	17	18	37.516	17	18	37.617
240						
241	17	18	39.528	17	18	39.632
241						
242	17	18	41.533	17	18	41.633
242						
243	17	18	43.539	17	18	43.644
243						
244	17	18	45.518	17	18	45.62
244						
245	17	18	47.531	17	18	47.631
245						
246	17	18	49.536	17	18	49.636
246						
247	17	18	51.544	17	18	51.644
247						
248	17	18	53.545	17	18	53.644
248						
249	17	18	55.521	17	18	55.622
249						
250	17	18	57.527	17	18	57.626
250						
251	17	18	59.527	17	18	59.628
251						
252	17	19	1.543	17	19	1.644
252						
253	17	19	3.517	17	19	3.617
253						
254	17	19	5.519	17	19	5.621
254						
255	17	19	7.522	17	19	7.626
255						
256	17	19	9.523	17	19	9.625
256						
257	17	19	11.524	17	19	11.625
257						
258	17	19	13.529	17	19	13.629
258						
259	17	19	15.531	17	19	15.63
259						
260	17	19	17.543	17	19	17.616
260						
261	17	19	19.523	17	19	19.623
261						
262	17	19	21.546	17	19	21.621
262						
263	17	19	23.523	17	19	23.622
263						
264	17	19	25.525	17	19	25.625
264						
265	17	19	27.535	17	19	27.628
265						
266	17	19	29.53	17	19	29.63
266						
267	17	19	31.541	17	19	31.641
267						
268	17	19	33.518	17	19	33.617
268						
269	17	19	35.523	17	19	35.623
269						
270	17	19	37.515	17	19	37.618
270						
271	17	19	39.537	17	19	39.638
271						
272	17	19	41.517	17	19	41.617
272						
273	17	19	43.534	17	19	43.635
273						
274	17	19	45.538	17	19	45.616
274						
275	17	19	47.517	17	19	47.621
275						
276	17	19	49.513	17	19	49.618
276						
277	17	19	51.53	17	19	51.64
277						
278	17	19	53.515	17	19	53.617
278						
279	17	19	55.523	17	19	55.625
279						
280	17	19	57.532	17	19	57.632
280						
281	17	19	59.541	17	19	59.618
281						
282	17	20	1.529	17	20	1.63
282						
283	17	20	3.534	17	20	3.646
283						
284	17	20	5.516	17	20	5.625
284						
285	17	20	7.529	17	20	7.629
285						
286	17	20	9.542	17	20	9.626
286						
287	17	20	11.528	17	20	11.628
287						
288	17	20	13.529	17	20	13.629
288						
289	17	20	15.531	17	20	15.631
289						
290	17	20	17.533	17	20	17.636
290						
291	17	20	19.538	17	20	19.646
291						
292	17	20	21.532	17	20	21.636
292						
293	17	20	23.525	17	20	23.625
293						
294	17	20	25.53	17	20	25.628
294						
295	17	20	27.532	17	20	27.633
295						
296	17	20	29.522	17	20	29.62
296						
297	17	20	31.527	17	20	31.628
297						
298	17	20	33.543	17	20	33.642
298						
299	17	20	35.543	17	20	35.619
299						
300	17	20	37.524	17	20	37.624
300						
301	17	20	39.534	17	20	39.637
301						
302	17	20	41.536	17	20	41.635
302						
303	17	20	43.539	17	20	43.643
303						
304	17	20	45.518	17	20	45.622
304						
305	17	20	47.526	17	20	47.628
305						
306	17	20	49.539	17	20	49.615
306						
307	17	20	51.519	17	20	51.619
307						
308	17	20	53.521	17	20	53.622
308						
309	17	20	55.53	17	20	55.62
309						
310	17	20	57.521	17	20	57.621
310						
311	17	20	59.533	17	20	59.633
311						
312	17	21	1.52	17	21	1.62
312						
313	17	21	3.52	17	21	3.62
313						
314	17	21	5.532	17	21	5.632
314						
315	17	21	7.541	17	21	7.643
315						
316	17	21	9.513	17	21	9.614
316						
317	17	21	11.513	17	21	11.646
317						
318	17	21	13.516	17	21	13.616
318						
319	17	21	15.528	17	21	15.629
319						
320	17	21	17.531	17	21	17.638
320						
321	17	21	19.54	17	21	19.615
321						
322	17	21	21.514	17	21	21.614
322						
323	17	21	23.518	17	21	23.619
323						
324	17	21	25.522	17	21	25.622
324						
325	17	21	27.536	17	21	27.64
325						
326	17	21	29.527	17	21	29.626
326						
327	17	21	31.519	17	21	31.623
327						
328	17	21	33.546	17	21	33.62
328						
329	17	21	35.528	17	21	35.634
329						
330	17	21	37.542	17	21	37.653
330						
331	17	21	39.529	17	21	39.626
331						
332	17	21	41.537	17	21	41.641
332						
333	17	21	43.545	17	21	43.629
333						
334	17	21	45.537	17	21	45.641
334						
335	17	21	47.525	17	21	47.626
335						
336	17	21	49.535	17	21	49.636
336						
337	17	21	51.549	17	21	51.615
337						
338	17	21	53.521	17	21	53.623
338						
339	17	21	55.52	17	21	55.626
339						
340	17	21	57.526	17	21	57.625
340						
341	17	21	59.533	17	21	59.629
341						
342	17	22	1.54	17	22	1.614
342						
343	17	22	3.517	17	22	3.618
343						
344	17	22	5.534	17	22	5.632
344						
345	17	22	7.533	17	22	7.635
345						
346	17	22	9.53	17	22	9.63
346						
347	17	22	11.534	17	22	11.634
347						
348	17	22	13.525	17	22	13.626
348						
349	17	22	15.531	17	22	15.631
349						
350	17	22	17.533	17	22	17.634
350						
351	17	22	19.542	17	22	19.616
351						
352	17	22	21.52	17	22	21.624
352						
353	17	22	23.528	17	22	23.627
353						
354	17	22	25.544	17	22	25.624
354						
355	17	22	27.523	17	22	27.624
355						
356	17	22	29.54	17	22	29.64
356						
357	17	22	31.538	17	22	31.613
357						
358	17	22	33.524	17	22	33.625
358						
359	17	22	35.514	17	22	35.614
359						
360	17	22	37.527	17	22	37.628
360						
361	17	22	39.54	17	22	39.616
361						
362	17	22	41.522	17	22	41.621
362						
363	17	22	43.522	17	22	43.623
363						
364	17	22	45.523	17	22	45.624
364						
365	17	22	47.523	17	22	47.623
365						
366	17	22	49.527	17	22	49.628
366						
367	17	22	51.54	17	22	51.636
367						
368	17	22	53.538	17	22	53.638
368						
369	17	22	55.541	17	22	55.615
369						
370	17	22	57.521	17	22	57.621
370						
371	17	22	59.527	17	22	59.625
371						
372	17	23	1.536	17	23	1.636
372						
373	17	23	3.538	17	23	3.637
373						
374	17	23	5.519	17	23	5.619
374						
375	17	23	7.527	17	23	7.632
375						
376	17	23	9.534	17	23	9.634
376						
377	17	23	11.514	17	23	11.615
377						
378	17	23	13.533	17	23	13.636
378						
379	17	23	15.533	17	23	15.633
379						
380	17	23	17.539	17	23	17.648
380						
381	17	23	19.516	17	23	19.616
381						
382	17	23	21.519	17	23	21.618
382						
383	17	23	23.529	17	23	23.63
383						
384	17	23	25.529	17	23	25.629
384						
385	17	23	27.538	17	23	27.639
385						
386	17	23	29.547	17	23	29.646
386						
387	17	23	31.517	17	23	31.618
387						
388	17	23	33.531	17	23	33.632
388						
389	17	23	35.539	17	23	35.644
389						
390	17	23	37.513	17	23	37.613
390						
391	17	23	39.514	17	23	39.615
391						
392	17	23	41.514	17	23	41.614
392						
393	17	23	43.52	17	23	43.621
393						
394	17	23	45.528	17	23	45.628
394						
395	17	23	47.539	17	23	47.636
395						
396	17	23	49.518	17	23	49.618
396						
397	17	23	51.524	17	23	51.624
397						
398	17	23	53.529	17	23	53.627
398						
399	17	23	55.537	17	23	55.647
399						
400	17	23	57.539	17	23	57.637
400						
401	17	23	59.518	17	23	59.615
401						
402	17	24	1.527	17	24	1.627
402						
403	17	24	3.536	17	24	3.637
403						
404	17	24	5.536	17	24	5.632
404						
405	17	24	7.537	17	24	7.639
405						
406	17	24	9.525	17	24	9.621
406						
407	17	24	11.523	17	24	11.628
407						
408	17	24	13.535	17	24	13.634
408						
409	17	24	15.516	17	24	15.619
409						
410	17	24	17.517	17	24	17.617
410						
411	17	24	19.52	17	24	19.621
411						
412	17	24	21.525	17	24	21.622
412						
413	17	24	23.521	17	24	23.621
413						
414	17	24	25.53	17	24	25.629
414						
415	17	24	27.516	17	24	27.615
415						
416	17	24	29.516	17	24	29.617
416						
417	17	24	31.528	17	24	31.628
417						
418	17	24	33.534	17	24	33.635
418						
419	17	24	35.545	17	24	35.617
419						
420	17	24	37.518	17	24	37.618
420						
421	17	24	39.534	17	24	39.633
421						
422	17	24	41.518	17	24	41.621
422						
423	17	24	43.522	17	24	43.623
423						
424	17	24	45.524	17	24	45.627
424						
425	17	24	47.532	17	24	47.631
425						
426	17	24	49.545	17	24	49.644
426						
427	17	24	51.519	17	24	51.619
427						
428	17	24	53.547	17	24	53.615
428						
429	17	24	55.517	17	24	55.619
429						
430	17	24	57.527	17	24	57.63
430						
431	17	24	59.548	17	24	59.614
431						
432	17	25	1.52	17	25	1.622
432						
433	17	25	3.534	17	25	3.636
433						
434	17	25	5.543	17	25	5.643
434						
435	17	25	7.52	17	25	7.62
435						
436	17	25	9.529	17	25	9.628
436						
437	17	25	11.523	17	25	11.624
437						
438	17	25	13.531	17	25	13.631
438						
439	17	25	15.537	17	25	15.637
439						
440	17	25	17.538	17	25	17.64
440						
441	17	25	19.517	17	25	19.617
441						
442	17	25	21.522	17	25	21.624
442						
443	17	25	23.544	17	25	23.616
443						
444	17	25	25.52	17	25	25.621
444						
445	17	25	27.531	17	25	27.627
445						
446	17	25	29.524	17	25	29.622
446						
447	17	25	31.537	17	25	31.638
447						
448	17	25	33.517	17	25	33.617
448						
449	17	25	35.533	17	25	35.634
449						
450	17	25	37.514	17	25	37.616
450						
451	17	25	39.514	17	25	39.615
451						
452	17	25	41.517	17	25	41.62
452						
453	17	25	43.527	17	25	43.628
453						
454	17	25	45.534	17	25	45.646
454						
455	17	25	47.517	17	25	47.618
455						
456	17	25	49.521	17	25	49.618
456						
457	17	25	51.529	17	25	51.63
457						
458	17	25	53.543	17	25	53.616
458						
459	17	25	55.522	17	25	55.623
459						
460	17	25	57.529	17	25	57.628
460						
461	17	25	59.538	17	25	59.613
461						
462	17	26	1.515	17	26	1.614
462						
463	17	26	3.521	17	26	3.62
463						
464	17	26	5.524	17	26	5.624
464						
465	17	26	7.533	17	26	7.636
465						
466	17	26	9.542	17	26	9.643
466						
467	17	26	11.519	17	26	11.622
467						
468	17	26	13.541	17	26	13.622
468						
469	17	26	15.521	17	26	15.622
469						
470	17	26	17.521	17	26	17.623
470						
471	17	26	19.52	17	26	19.619
471						
472	17	26	21.523	17	26	21.624
472						
473	17	26	23.52	17	26	23.623
473						
474	17	26	25.523	17	26	25.624
474						
475	17	26	27.536	17	26	27.64
475						
476	17	26	29.541	17	26	29.641
476						
477	17	26	31.532	17	26	31.64
477						
478	17	26	33.515	17	26	33.617
478						
479	17	26	35.522	17	26	35.624
479						
480	17	26	37.53	17	26	37.631
480						
481	17	26	39.536	17	26	39.615
481						
482	17	26	41.519	17	26	41.618
482						
483	17	26	43.529	17	26	43.628
483						
484	17	26	45.533	17	26	45.632
484						
485	17	26	47.544	17	26	47.616
485						
486	17	26	49.528	17	26	49.632
486						
487	17	26	51.513	17	26	51.647
487						
488	17	26	53.518	17	26	53.618
488						
489	17	26	55.53	17	26	55.629
489						
490	17	26	57.533	17	26	57.634
490						
491	17	26	59.543	17	26	59.645
491						
492	17	27	1.544	17	27	1.645
492						
493	17	27	3.532	17	27	3.636
493						
494	17	27	5.55	17	27	5.631
494						
495	17	27	7.532	17	27	7.634
495						
496	17	27	9.519	17	27	9.641
496						
497	17	27	11.515	17	27	11.617
497						
498	17	27	13.535	17	27	13.638
498						
499	17	27	15.541	17	27	15.64
499						
500	17	27	17.534	17	27	17.62
500						
501	17	27	19.521	17	27	19.622
501						
502	17	27	21.523	17	27	21.624
502						
503	17	27	23.532	17	27	23.642
503						
504	17	27	25.519	17	27	25.623
504						
505	17	27	27.519	17	27	27.621
505						
506	17	27	29.525	17	27	29.625
506						
507	17	27	31.536	17	27	31.639
507						
508	17	27	33.548	17	27	33.619
508						
509	17	27	35.528	17	27	35.632
509						
510	17	27	37.533	17	27	37.633
510						
511	17	27	39.516	17	27	39.615
511						
512	17	27	41.522	17	27	41.623
512						
513	17	27	43.516	17	27	43.618
513						
514	17	27	45.519	17	27	45.622
514						
515	17	27	47.539	17	27	47.639
515						
516	17	27	49.515	17	27	49.614
516						
517	17	27	51.521	17	27	51.627
517						
518	17	27	53.54	17	27	53.615
518						
519	17	27	55.534	17	27	55.616
519						
520	17	27	57.527	17	27	57.629
520						
521	17	27	59.517	17	27	59.618
521						
522	17	28	1.534	17	28	1.64
522						
523	17	28	3.516	17	28	3.614
523						
524	17	28	5.517	17	28	5.617
524						
525	17	28	7.517	17	28	7.621
525						
526	17	28	9.544	17	28	9.644
526						
527	17	28	11.517	17	28	11.617
527						
528	17	28	13.521	17	28	13.622
528						
529	17	28	15.53	17	28	15.628
529						
530	17	28	17.537	17	28	17.639
530						
531	17	28	19.544	17	28	19.644
531						
532	17	28	21.557	17	28	21.625
532						
533	17	28	23.542	17	28	23.641
533						
534	17	28	25.526	17	28	25.631
534						
535	17	28	27.539	17	28	27.639
535						
536	17	28	29.516	17	28	29.619
536						
537	17	28	31.523	17	28	31.624
537						
538	17	28	33.547	17	28	33.621
538						
539	17	28	35.526	17	28	35.625
539						
540	17	28	37.531	17	28	37.633
540						
541	17	28	39.536	17	28	39.637
541						
542	17	28	41.538	17	28	41.637
542						
543	17	28	43.54	17	28	43.641
543						
544	17	28	45.515	17	28	45.616
544						
545	17	28	47.516	17	28	47.619
545						
546	17	28	49.522	17	28	49.623
546						
547	17	28	51.539	17	28	51.616
547						
548	17	28	53.514	17	28	53.614
548						
549	17	28	55.521	17	28	55.62
549						
550	17	28	57.52	17	28	57.621
550						
551	17	28	59.536	17	28	59.635
551						
552	17	29	1.529	17	29	1.629
552						
553	17	29	3.536	17	29	3.643
553						
554	17	29	5.52	17	29	5.625
554						
555	17	29	7.527	17	29	7.628
555						
556	17	29	9.532	17	29	9.633
556						
557	17	29	11.516	17	29	11.615
557						
558	17	29	13.523	17	29	13.626
558						
559	17	29	15.523	17	29	15.622
559						
560	17	29	17.521	17	29	17.621
560						
561	17	29	19.53	17	29	19.63
561						
562	17	29	21.539	17	29	21.614
562						
563	17	29	23.52	17	29	23.621
563						
564	17	29	25.537	17	29	25.638
564						
565	17	29	27.542	17	29	27.644
565						
566	17	29	29.514	17	29	29.648
566						
567	17	29	31.539	17	29	31.638
567						
568	17	29	33.543	17	29	33.615
568						
569	17	29	35.524	17	29	35.627
569						
570	17	29	37.515	17	29	37.619
570						
571	17	29	39.523	17	29	39.624
571						
572	17	29	41.535	17	29	41.642
572						
573	17	29	43.542	17	29	43.642
573						
574	17	29	45.519	17	29	45.62
574						
575	17	29	47.524	17	29	47.624
575						
576	17	29	49.521	17	29	49.621
576						
577	17	29	51.538	17	29	51.639
577						
578	17	29	53.548	17	29	53.614
578						
579	17	29	55.521	17	29	55.617
579						
580	17	29	57.529	17	29	57.637
580						
581	17	29	59.535	17	29	59.638
581						
582	17	30	1.517	17	30	1.618
582						
583	17	30	3.533	17	30	3.638
583						
584	17	30	5.516	17	30	5.62
584						
585	17	30	7.522	17	30	7.622
585						
586	17	30	9.521	17	30	9.622
586						
587	17	30	11.532	17	30	11.633
587						
588	17	30	13.538	17	30	13.642
588						
589	17	30	15.524	17	30	15.628
589						
590	17	30	17.538	17	30	17.635
590						
591	17	30	19.528	17	30	19.634
591						
592	17	30	21.534	17	30	21.636
592						
593	17	30	23.542	17	30	23.645
593						
594	17	30	25.516	17	30	25.616
594						
595	17	30	27.522	17	30	27.622
595						
596	17	30	29.513	17	30	29.645
596						
597	17	30	31.522	17	30	31.622
597						
598	17	30	33.528	17	30	33.628
598						
599	17	30	35.53	17	30	35.629
599						
600	17	30	37.531	17	30	37.635
600						
601	17	30	39.543	17	30	39.645
601						
602	17	30	41.525	17	30	41.625
602						
603	17	30	43.544	17	30	43.633
603						
604	17	30	45.54	17	30	45.64
604						
605	17	30	47.523	17	30	47.624
605						
606	17	30	49.536	17	30	49.639
606						
607	17	30	51.543	17	30	51.644
607						
608	17	30	53.519	17	30	53.62
608						
609	17	30	55.524	17	30	55.626
609						
610	17	30	57.526	17	30	57.628
610						
611	17	30	59.535	17	30	59.635
611						
612	17	31	1.514	17	31	1.62
612						
613	17	31	3.524	17	31	3.624
613						
614	17	31	5.521	17	31	5.622
614						
615	17	31	7.533	17	31	7.634
615						
616	17	31	9.516	17	31	9.616
616						
617	17	31	11.533	17	31	11.635
617						
618	17	31	13.538	17	31	13.641
618						
619	17	31	15.52	17	31	15.621
619						
620	17	31	17.515	17	31	17.614
620						
621	17	31	19.53	17	31	19.629
621						
622	17	31	21.53	17	31	21.631
622						
623	17	31	23.532	17	31	23.63
623						
624	17	31	25.533	17	31	25.641
624						
625	17	31	27.518	17	31	27.62
625						
626	17	31	29.518	17	31	29.618
626						
627	17	31	31.533	17	31	31.631
627						
628	17	31	33.538	17	31	33.637
628						
629	17	31	35.54	17	31	35.614
629						
630	17	31	37.52	17	31	37.621
630						
631	17	31	39.532	17	31	39.638
631						
632	17	31	41.514	17	31	41.614
632						
633	17	31	43.515	17	31	43.614
633						
634	17	31	45.547	17	31	45.624
634						
635	17	31	47.526	17	31	47.629
635						
636	17	31	49.53	17	31	49.632
636						
637	17	31	51.537	17	31	51.636
637						
638	17	31	53.517	17	31	53.618
638						
639	17	31	55.524	17	31	55.624
639						
640	17	31	57.542	17	31	57.645
640						
641	17	31	59.543	17	31	59.643
641						
642	17	32	1.525	17	32	1.627
642						
643	17	32	3.542	17	32	3.642
643						
644	17	32	5.521	17	32	5.621
644						
645	17	32	7.534	17	32	7.621
645						
646	17	32	9.542	17	32	9.618
646						
647	17	32	11.536	17	32	11.637
647						
648	17	32	13.516	17	32	13.646
648						
649	17	32	15.517	17	32	15.617
649						
650	17	32	17.522	17	32	17.622
650						
651	17	32	19.533	17	32	19.632
651						
652	17	32	21.538	17	32	21.646
652						
653	17	32	23.513	17	32	23.646
653						
654	17	32	25.515	17	32	25.615
654						
655	17	32	27.531	17	32	27.647
655						
656	17	32	29.522	17	32	29.626
656						
657	17	32	31.53	17	32	31.63
657						
658	17	32	33.544	17	32	33.643
658						
659	17	32	35.518	17	32	35.622
659						
660	17	32	37.534	17	32	37.635
660						
661	17	32	39.517	17	32	39.616
661						
662	17	32	41.525	17	32	41.627
662						
663	17	32	43.544	17	32	43.619
663						
664	17	32	45.522	17	32	45.625
664						
665	17	32	47.528	17	32	47.632
665						
